"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"245","pomorskie","pucki",18,2.06,1,0,1,27,17,715,71,20,51,0,"t2211","2021-01-27"
"246","pomorskie","s³upski",46,4.66,0,0,0,30,32,661,213,54,152,7,"t2212","2021-01-27"
"247","pomorskie","starogardzki",23,1.79,0,0,0,41,16,942,102,25,73,4,"t2213","2021-01-27"
"248","pomorskie","tczewski",30,2.59,0,0,0,52,23,758,142,34,103,5,"t2214","2021-01-27"
"249","pomorskie","wejherowski",55,2.51,0,0,0,91,26,1220,288,58,219,11,"t2215","2021-01-27"
"250","pomorskie","sztumski",15,3.65,0,0,0,23,5,287,56,18,37,1,"t2216","2021-01-27"
"251","pomorskie","Gdañsk",104,2.21,8,0,8,237,104,3814,882,108,760,14,"t2261","2021-01-27"
"252","pomorskie","Gdynia",93,3.78,5,0,5,96,58,1340,330,102,223,5,"t2262","2021-01-27"
"253","pomorskie","S³upsk",37,4.1,0,0,0,26,32,588,199,47,149,3,"t2263","2021-01-27"
"254","pomorskie","Sopot",6,1.69,2,0,2,9,10,175,41,6,35,0,"t2264","2021-01-27"
"255","œl¹skie","bêdziñski",17,1.15,0,0,0,40,7,580,138,18,117,3,"t2401","2021-01-27"
"256","œl¹skie","bielski",14,0.84,0,0,0,31,18,503,132,16,114,2,"t2402","2021-01-27"
"257","œl¹skie","cieszyñski",17,0.96,1,0,1,18,18,512,237,22,206,9,"t2403","2021-01-27"
"258","œl¹skie","czêstochowski",10,0.74,0,0,0,13,8,317,106,13,93,0,"t2404","2021-01-27"
"259","œl¹skie","gliwicki",15,1.3,2,0,2,24,21,411,105,16,88,1,"t2405","2021-01-27"
"260","œl¹skie","k³obucki",4,0.47,0,0,0,12,4,242,59,4,54,1,"t2406","2021-01-27"
"261","œl¹skie","lubliniecki",24,3.14,0,0,0,18,8,333,120,26,93,1,"t2407","2021-01-27"
"262","œl¹skie","miko³owski",21,2.12,0,0,0,44,8,348,117,22,92,3,"t2408","2021-01-27"
"263","œl¹skie","myszkowski",22,3.11,0,0,0,12,2,210,102,23,79,0,"t2409","2021-01-27"
"264","œl¹skie","pszczyñski",13,1.16,1,0,1,24,10,391,68,14,52,2,"t2410","2021-01-27"
"265","œl¹skie","raciborski",2,0.19,3,1,2,21,10,226,78,2,76,0,"t2411","2021-01-27"
"266","œl¹skie","rybnicki",15,1.92,1,0,1,22,3,213,74,15,58,1,"t2412","2021-01-27"
"267","œl¹skie","tarnogórski",9,0.64,1,0,1,36,9,440,153,11,139,3,"t2413","2021-01-27"
"268","œl¹skie","bieruñsko-lêdziñski",2,0.33,0,0,0,12,8,155,47,3,43,1,"t2414","2021-01-27"
"269","œl¹skie","wodzis³awski",14,0.89,0,0,0,24,9,364,138,20,117,1,"t2415","2021-01-27"
"270","œl¹skie","zawierciañski",13,1.11,0,0,0,19,12,269,101,14,85,2,"t2416","2021-01-27"
"271","œl¹skie","¿ywiecki",11,0.72,0,0,0,27,9,508,137,13,123,1,"t2417","2021-01-27"
"272","œl¹skie","Bielsko-Bia³a",21,1.23,0,0,0,44,12,537,170,21,146,3,"t2461","2021-01-27"
"273","œl¹skie","Bytom",28,1.7,0,0,0,49,18,354,174,30,143,1,"t2462","2021-01-27"
"274","œl¹skie","Chorzów",20,1.86,0,0,0,26,19,296,122,21,99,2,"t2463","2021-01-27"
"275","œl¹skie","Czêstochowa",27,1.23,1,0,1,38,27,630,237,35,201,1,"t2464","2021-01-27"
"276","œl¹skie","D¹browa Górnicza",21,1.77,1,0,1,37,14,362,130,22,107,1,"t2465","2021-01-27"
"277","œl¹skie","Gliwice",16,0.9,2,1,1,44,17,598,220,20,199,1,"t2466","2021-01-27"
"278","œl¹skie","Jastrzêbie-Zdrój",7,0.79,0,0,0,11,2,160,93,7,86,0,"t2467","2021-01-27"
"279","œl¹skie","Jaworzno",16,1.76,0,0,0,19,11,193,157,18,139,0,"t2468","2021-01-27"
"280","œl¹skie","Katowice",42,1.44,2,0,2,92,45,1339,391,45,343,3,"t2469","2021-01-27"
"281","œl¹skie","Mys³owice",15,2.01,0,0,0,16,6,264,81,15,66,0,"t2470","2021-01-27"
"282","œl¹skie","Piekary Œl¹skie",5,0.91,0,0,0,9,4,112,50,8,42,0,"t2471","2021-01-27"
"283","œl¹skie","Ruda Œl¹ska",22,1.61,0,0,0,40,9,414,156,22,134,0,"t2472","2021-01-27"
"284","œl¹skie","Rybnik",14,1.02,2,0,2,29,3,306,126,15,110,1,"t2473","2021-01-27"
"285","œl¹skie","Siemianowice Œl¹skie",10,1.5,1,0,1,15,3,209,56,10,45,1,"t2474","2021-01-27"
"286","œl¹skie","Sosnowiec",23,1.16,5,0,5,47,15,596,205,26,177,2,"t2475","2021-01-27"
"287","œl¹skie","Œwiêtoch³owice",7,1.42,1,0,1,20,6,159,55,8,44,3,"t2476","2021-01-27"
"288","œl¹skie","Tychy",22,1.73,0,0,0,39,7,406,116,22,93,1,"t2477","2021-01-27"
"289","œl¹skie","Zabrze",13,0.76,4,0,4,50,20,449,165,15,148,2,"t2478","2021-01-27"
"290","œl¹skie","¯ory",5,0.8,0,0,0,21,2,244,42,6,36,0,"t2479","2021-01-27"
"291","œwiêtokrzyskie","buski",4,0.56,1,1,0,11,4,148,90,4,84,2,"t2601","2021-01-27"
"292","œwiêtokrzyskie","jêdrzejowski",7,0.82,1,0,1,5,4,149,79,7,71,1,"t2602","2021-01-27"
"293","œwiêtokrzyskie","kazimierski",2,0.6,0,0,0,5,1,74,37,2,31,4,"t2603","2021-01-27"
"294","œwiêtokrzyskie","kielecki",14,0.66,0,0,0,32,12,390,201,16,182,3,"t2604","2021-01-27"
"295","œwiêtokrzyskie","konecki",9,1.13,0,0,0,5,2,165,110,9,101,0,"t2605","2021-01-27"
"296","œwiêtokrzyskie","opatowski",3,0.58,2,0,2,11,7,131,44,3,41,0,"t2606","2021-01-27"
"297","œwiêtokrzyskie","ostrowiecki",13,1.2,1,0,1,15,12,219,104,20,75,9,"t2607","2021-01-27"
"298","œwiêtokrzyskie","piñczowski",3,0.78,0,0,0,8,0,111,40,3,35,2,"t2608","2021-01-27"
"299","œwiêtokrzyskie","sandomierski",10,1.3,2,0,2,13,9,243,92,13,79,0,"t2609","2021-01-27"
"300","œwiêtokrzyskie","skar¿yski",11,1.5,0,0,0,12,2,132,88,13,74,1,"t2610","2021-01-27"
"301","œwiêtokrzyskie","starachowicki",6,0.67,0,0,0,12,10,340,67,7,58,2,"t2611","2021-01-27"
"302","œwiêtokrzyskie","staszowski",2,0.28,0,0,0,3,6,95,63,2,60,1,"t2612","2021-01-27"
"303","œwiêtokrzyskie","w³oszczowski",3,0.67,0,0,0,5,0,98,37,3,34,0,"t2613","2021-01-27"
"304","œwiêtokrzyskie","Kielce",27,1.39,2,0,2,29,30,418,306,31,270,5,"t2661","2021-01-27"
"305","warmiñsko-mazurskie","bartoszycki",20,3.52,1,1,0,22,21,332,138,20,118,0,"t2801","2021-01-27"
"306","warmiñsko-mazurskie","braniewski",15,3.67,0,0,0,15,10,295,44,15,29,0,"t2802","2021-01-27"
"307","warmiñsko-mazurskie","dzia³dowski",24,3.69,1,0,1,20,15,507,191,27,163,1,"t2803","2021-01-27"
"308","warmiñsko-mazurskie","elbl¹ski",10,1.75,0,0,0,12,6,263,53,10,43,0,"t2804","2021-01-27"
"309","warmiñsko-mazurskie","e³cki",5,0.55,2,0,2,33,22,464,104,6,98,0,"t2805","2021-01-27"
"310","warmiñsko-mazurskie","gi¿ycki",34,6.02,0,0,0,19,11,377,72,34,37,1,"t2806","2021-01-27"
"311","warmiñsko-mazurskie","i³awski",20,2.15,0,0,0,36,12,526,87,21,66,0,"t2807","2021-01-27"
"312","warmiñsko-mazurskie","kêtrzyñski",17,2.74,2,1,1,18,13,421,70,19,50,1,"t2808","2021-01-27"
"313","warmiñsko-mazurskie","lidzbarski",13,3.17,0,0,0,18,4,329,45,13,32,0,"t2809","2021-01-27"
"314","warmiñsko-mazurskie","mr¹gowski",14,2.82,2,2,0,20,5,293,41,14,26,1,"t2810","2021-01-27"
"315","warmiñsko-mazurskie","nidzicki",12,3.66,4,0,4,16,8,286,37,13,21,3,"t2811","2021-01-27"
"316","warmiñsko-mazurskie","nowomiejski",3,0.69,1,0,1,11,9,349,33,3,29,1,"t2812","2021-01-27"
"317","warmiñsko-mazurskie","olecki",4,1.17,2,2,0,1,4,101,36,5,31,0,"t2813","2021-01-27"
"318","warmiñsko-mazurskie","olsztyñski",36,2.83,9,1,8,61,45,1125,147,37,110,0,"t2814","2021-01-27"
"319","warmiñsko-mazurskie","ostródzki",33,3.18,0,0,0,55,34,806,140,37,102,1,"t2815","2021-01-27"
"320","warmiñsko-mazurskie","piski",21,3.75,1,1,0,24,25,359,82,22,60,0,"t2816","2021-01-27"
"321","warmiñsko-mazurskie","szczycieñski",17,2.45,1,0,1,43,18,511,82,17,65,0,"t2817","2021-01-27"
"322","warmiñsko-mazurskie","go³dapski",2,0.75,0,0,0,7,1,138,9,2,7,0,"t2818","2021-01-27"
"323","warmiñsko-mazurskie","wêgorzewski",5,2.22,0,0,0,13,4,132,29,5,22,2,"t2819","2021-01-27"
"324","warmiñsko-mazurskie","Elbl¹g",23,1.93,3,0,3,48,34,547,109,25,81,3,"t2861","2021-01-27"
"325","warmiñsko-mazurskie","Olsztyn",85,4.95,9,0,9,118,58,1221,263,88,174,1,"t2862","2021-01-27"
"326","wielkopolskie","chodzieski",3,0.64,0,0,0,8,4,144,30,3,25,2,"t3001","2021-01-27"
"327","wielkopolskie","czarnkowsko-trzcianecki",27,3.11,2,0,2,26,16,619,98,28,69,1,"t3002","2021-01-27"
"328","wielkopolskie","gnieŸnieñski",40,2.75,2,0,2,38,32,720,159,41,115,3,"t3003","2021-01-27"
"329","wielkopolskie","gostyñski",15,1.98,0,0,0,16,8,254,66,15,51,0,"t3004","2021-01-27"
"330","wielkopolskie","grodziski",10,1.93,5,5,0,11,9,297,51,11,40,0,"t3005","2021-01-27"
"331","wielkopolskie","jarociñski",15,2.1,0,0,0,17,2,356,97,16,79,2,"t3006","2021-01-27"
"332","wielkopolskie","kaliski",13,1.57,1,0,1,4,3,297,85,13,71,1,"t3007","2021-01-27"
"333","wielkopolskie","kêpiñski",12,2.13,1,1,0,12,0,407,76,13,63,0,"t3008","2021-01-27"
"334","wielkopolskie","kolski",3,0.35,0,0,0,9,4,224,59,7,52,0,"t3009","2021-01-27"
"335","wielkopolskie","koniñski",23,1.77,1,0,1,29,7,632,113,24,89,0,"t3010","2021-01-27"
"336","wielkopolskie","koœciañski",14,1.77,0,0,0,19,2,253,66,14,52,0,"t3011","2021-01-27"
"337","wielkopolskie","krotoszyñski",5,0.65,1,1,0,28,3,355,67,5,61,1,"t3012","2021-01-27"
"338","wielkopolskie","leszczyñski",9,1.56,0,0,0,7,9,197,40,9,31,0,"t3013","2021-01-27"
"339","wielkopolskie","miêdzychodzki",9,2.45,1,1,0,6,0,160,46,9,36,1,"t3014","2021-01-27"
"340","wielkopolskie","nowotomyski",18,2.38,1,0,1,24,2,448,86,19,67,0,"t3015","2021-01-27"
"341","wielkopolskie","obornicki",12,2.01,0,0,0,10,8,320,47,12,34,1,"t3016","2021-01-27"
"342","wielkopolskie","ostrowski",29,1.79,2,2,0,34,10,595,168,29,138,1,"t3017","2021-01-27"
"343","wielkopolskie","ostrzeszowski",8,1.44,1,0,1,9,1,339,58,9,48,1,"t3018","2021-01-27"
"344","wielkopolskie","pilski",15,1.1,1,0,1,33,15,525,142,18,124,0,"t3019","2021-01-27"
"345","wielkopolskie","pleszewski",1,0.16,0,0,0,8,6,178,56,1,54,1,"t3020","2021-01-27"
"346","wielkopolskie","poznañski",98,2.43,4,3,1,227,82,2946,542,104,426,12,"t3021","2021-01-27"
"347","wielkopolskie","rawicki",4,0.66,0,0,0,11,10,173,39,4,34,1,"t3022","2021-01-27"
"348","wielkopolskie","s³upecki",19,3.22,1,0,1,21,5,274,57,19,38,0,"t3023","2021-01-27"
"349","wielkopolskie","szamotulski",16,1.74,2,0,2,26,17,559,98,18,79,1,"t3024","2021-01-27"
"350","wielkopolskie","œredzki",21,3.56,0,0,0,27,11,384,50,21,28,1,"t3025","2021-01-27"
"351","wielkopolskie","œremski",4,0.65,0,0,0,21,19,287,53,7,46,0,"t3026","2021-01-27"
"352","wielkopolskie","turecki",10,1.19,1,0,1,19,1,258,65,12,50,3,"t3027","2021-01-27"
"353","wielkopolskie","w¹growiecki",2,0.28,0,0,0,10,2,243,34,2,32,0,"t3028","2021-01-27"
"354","wielkopolskie","wolsztyñski",4,0.7,0,0,0,11,4,281,54,5,49,0,"t3029","2021-01-27"
"355","wielkopolskie","wrzesiñski",37,4.74,2,2,0,26,8,710,89,38,51,0,"t3030","2021-01-27"
"356","wielkopolskie","z³otowski",7,1.01,0,0,0,26,6,505,75,8,67,0,"t3031","2021-01-27"
"357","wielkopolskie","Kalisz",5,0.5,0,0,0,19,8,262,91,5,86,0,"t3061","2021-01-27"
"358","wielkopolskie","Konin",18,2.46,1,0,1,26,6,315,86,20,66,0,"t3062","2021-01-27"
"359","wielkopolskie","Leszno",6,0.95,0,0,0,14,6,228,53,6,47,0,"t3063","2021-01-27"
"360","wielkopolskie","Poznañ",137,2.57,9,7,2,277,136,3631,868,156,698,14,"t3064","2021-01-27"
"361","zachodniopomorskie","bia³ogardzki",19,4.01,0,0,0,11,6,364,56,20,34,2,"t3201","2021-01-27"
"362","zachodniopomorskie","choszczeñski",11,2.29,1,0,1,16,19,328,65,12,52,1,"t3202","2021-01-27"
"363","zachodniopomorskie","drawski",9,1.58,1,0,1,12,14,210,60,11,49,0,"t3203","2021-01-27"
"364","zachodniopomorskie","goleniowski",26,3.16,0,0,0,32,14,434,86,30,56,0,"t3204","2021-01-27"
"365","zachodniopomorskie","gryficki",13,2.17,0,0,0,19,6,309,64,17,42,5,"t3205","2021-01-27"
"366","zachodniopomorskie","gryfiñski",28,3.43,0,0,0,32,23,626,172,30,135,7,"t3206","2021-01-27"
"367","zachodniopomorskie","kamieñski",5,1.07,0,0,0,6,13,322,35,6,26,3,"t3207","2021-01-27"
"368","zachodniopomorskie","ko³obrzeski",27,3.4,0,0,0,24,29,604,125,33,91,1,"t3208","2021-01-27"
"369","zachodniopomorskie","koszaliñski",15,2.26,1,0,1,27,5,501,74,16,55,3,"t3209","2021-01-27"
"370","zachodniopomorskie","myœliborski",15,2.29,0,0,0,19,9,314,82,18,63,1,"t3210","2021-01-27"
"371","zachodniopomorskie","policki",16,1.97,1,0,1,38,14,599,129,18,107,4,"t3211","2021-01-27"
"372","zachodniopomorskie","pyrzycki",8,2.04,0,0,0,19,7,271,77,9,66,2,"t3212","2021-01-27"
"373","zachodniopomorskie","s³awieñski",13,2.32,0,0,0,29,19,344,72,16,53,3,"t3213","2021-01-27"
"374","zachodniopomorskie","stargardzki",26,2.16,0,0,0,39,29,659,127,27,97,3,"t3214","2021-01-27"
"375","zachodniopomorskie","szczecinecki",11,1.42,1,0,1,32,21,318,79,13,66,0,"t3215","2021-01-27"
"376","zachodniopomorskie","œwidwiñski",6,1.29,0,0,0,19,14,240,41,6,33,2,"t3216","2021-01-27"
"377","zachodniopomorskie","wa³ecki",15,2.83,1,0,1,12,4,217,81,15,66,0,"t3217","2021-01-27"
"378","zachodniopomorskie","³obeski",8,2.19,2,0,2,14,4,169,29,8,20,1,"t3218","2021-01-27"
"379","zachodniopomorskie","Koszalin",36,3.37,1,0,1,75,15,834,179,39,137,3,"t3261","2021-01-27"
"380","zachodniopomorskie","Szczecin",97,2.42,8,0,8,202,119,2714,591,113,467,11,"t3262","2021-01-27"
"381","zachodniopomorskie","Œwinoujœcie",16,3.92,0,0,0,15,5,304,54,16,36,2,"t3263","2021-01-27"
"382","Ca³y kraj","Ca³y kraj",6144,1.6,336,65,271,10407,6827,177684,45020,6901,37457,662,"t0000","2021-01-28"
"383","dolnoœl¹skie","boles³awiecki",18,2,0,0,0,27,16,419,92,21,67,4,"t0201","2021-01-28"
"384","dolnoœl¹skie","dzier¿oniowski",5,0.5,1,0,1,8,3,152,68,6,62,0,"t0202","2021-01-28"
"385","dolnoœl¹skie","g³ogowski",12,1.35,0,0,0,19,10,251,88,13,75,0,"t0203","2021-01-28"
"386","dolnoœl¹skie","górowski",7,2.02,1,0,1,8,3,69,33,8,25,0,"t0204","2021-01-28"
"387","dolnoœl¹skie","jaworski",1,0.2,1,1,0,6,7,147,42,1,41,0,"t0205","2021-01-28"
"388","dolnoœl¹skie","jeleniogórski",13,2.05,0,0,0,8,2,217,57,19,38,0,"t0206","2021-01-28"
"389","dolnoœl¹skie","kamiennogórski",2,0.46,0,0,0,2,3,66,26,3,22,1,"t0207","2021-01-28"
"390","dolnoœl¹skie","k³odzki",24,1.53,2,0,2,35,17,620,344,28,315,1,"t0208","2021-01-28"
"391","dolnoœl¹skie","legnicki",5,0.91,0,0,0,9,6,151,54,9,44,1,"t0209","2021-01-28"
"392","dolnoœl¹skie","lubañski",2,0.37,1,1,0,7,6,240,26,2,24,0,"t0210","2021-01-28"
"393","dolnoœl¹skie","lubiñski",9,0.85,1,0,1,25,7,226,153,9,142,2,"t0211","2021-01-28"
"394","dolnoœl¹skie","lwówecki",1,0.22,0,0,0,6,4,93,33,1,32,0,"t0212","2021-01-28"
"395","dolnoœl¹skie","milicki",1,0.27,0,0,0,6,1,91,30,1,28,1,"t0213","2021-01-28"
"396","dolnoœl¹skie","oleœnicki",7,0.65,0,0,0,22,13,330,100,7,93,0,"t0214","2021-01-28"
"397","dolnoœl¹skie","o³awski",17,2.21,0,0,0,32,15,482,89,20,68,1,"t0215","2021-01-28"
"398","dolnoœl¹skie","polkowicki",5,0.79,0,0,0,4,2,180,63,6,55,2,"t0216","2021-01-28"
"399","dolnoœl¹skie","strzeliñski",5,1.15,0,0,0,6,3,102,40,7,32,1,"t0217","2021-01-28"
"400","dolnoœl¹skie","œredzki",5,0.9,0,0,0,26,10,312,48,5,42,1,"t0218","2021-01-28"
"401","dolnoœl¹skie","œwidnicki",11,0.7,2,0,2,26,17,623,150,20,127,3,"t0219","2021-01-28"
"402","dolnoœl¹skie","trzebnicki",22,2.58,0,0,0,10,9,447,144,26,116,2,"t0220","2021-01-28"
"403","dolnoœl¹skie","wa³brzyski",3,0.54,0,0,0,4,9,100,55,3,51,1,"t0221","2021-01-28"
"404","dolnoœl¹skie","wo³owski",1,0.21,0,0,0,9,5,154,49,3,46,0,"t0222","2021-01-28"
"405","dolnoœl¹skie","wroc³awski",26,1.69,0,0,0,39,36,1155,199,30,164,5,"t0223","2021-01-28"
"406","dolnoœl¹skie","z¹bkowicki",6,0.93,0,0,0,6,5,240,90,7,81,2,"t0224","2021-01-28"
"407","dolnoœl¹skie","zgorzelecki",20,2.25,1,0,1,14,14,407,76,20,55,1,"t0225","2021-01-28"
"408","dolnoœl¹skie","z³otoryjski",5,1.16,0,0,0,9,2,140,32,5,27,0,"t0226","2021-01-28"
"409","dolnoœl¹skie","Jelenia Góra",13,1.65,0,0,0,17,4,273,89,15,73,1,"t0261","2021-01-28"
"410","dolnoœl¹skie","Legnica",12,1.21,0,0,0,21,23,568,140,12,126,2,"t0262","2021-01-28"
"411","dolnoœl¹skie","Wroc³aw",122,1.9,3,2,1,200,90,3281,1065,131,913,21,"t0264","2021-01-28"
"412","dolnoœl¹skie","Wa³brzych",6,0.54,0,0,0,16,22,331,144,9,133,2,"t0265","2021-01-28"
"413","kujawsko-pomorskie","aleksandrowski",5,0.91,0,0,0,14,6,172,64,8,54,2,"t0401","2021-01-28"
"414","kujawsko-pomorskie","brodnicki",10,1.26,0,0,0,25,17,304,53,11,42,0,"t0402","2021-01-28"
"415","kujawsko-pomorskie","bydgoski",35,2.93,1,0,1,70,46,994,168,35,130,3,"t0403","2021-01-28"
"416","kujawsko-pomorskie","che³miñski",11,2.12,0,0,0,26,17,608,130,38,92,0,"t0404","2021-01-28"
"417","kujawsko-pomorskie","golubsko-dobrzyñski",9,2,0,0,0,19,21,297,42,10,32,0,"t0405","2021-01-28"
"418","kujawsko-pomorskie","grudzi¹dzki",8,1.99,0,0,0,20,6,298,79,9,70,0,"t0406","2021-01-28"
"419","kujawsko-pomorskie","inowroc³awski",14,0.88,1,0,1,47,27,760,138,22,114,2,"t0407","2021-01-28"
"420","kujawsko-pomorskie","lipnowski",10,1.52,0,0,0,12,4,199,56,10,45,1,"t0408","2021-01-28"
"421","kujawsko-pomorskie","mogileñski",5,1.1,1,0,1,5,8,195,46,6,37,3,"t0409","2021-01-28"
"422","kujawsko-pomorskie","nakielski",30,3.48,0,0,0,49,54,628,116,32,82,2,"t0410","2021-01-28"
"423","kujawsko-pomorskie","radziejowski",4,0.99,0,0,0,9,12,174,32,5,26,1,"t0411","2021-01-28"
"424","kujawsko-pomorskie","rypiñski",3,0.69,0,0,0,2,0,121,28,3,23,2,"t0412","2021-01-28"
"425","kujawsko-pomorskie","sêpoleñski",9,2.2,1,0,1,25,8,336,45,9,35,1,"t0413","2021-01-28"
"426","kujawsko-pomorskie","œwiecki",22,2.22,1,0,1,42,35,616,196,29,165,2,"t0414","2021-01-28"
"427","kujawsko-pomorskie","toruñski",33,3.03,0,0,0,52,15,730,244,40,198,6,"t0415","2021-01-28"
"428","kujawsko-pomorskie","tucholski",13,2.69,0,0,0,18,27,274,59,13,46,0,"t0416","2021-01-28"
"429","kujawsko-pomorskie","w¹brzeski",12,3.52,0,0,0,21,10,192,38,13,24,1,"t0417","2021-01-28"
"430","kujawsko-pomorskie","w³oc³awski",7,0.81,0,0,0,14,16,326,72,9,63,0,"t0418","2021-01-28"
"431","kujawsko-pomorskie","¿niñski",30,4.28,1,0,1,38,15,487,175,48,126,1,"t0419","2021-01-28"
"432","kujawsko-pomorskie","Bydgoszcz",118,3.4,5,0,5,196,103,2621,537,125,395,17,"t0461","2021-01-28"
"433","kujawsko-pomorskie","Grudzi¹dz",30,3.19,1,1,0,54,23,618,212,33,178,1,"t0462","2021-01-28"
"434","kujawsko-pomorskie","Toruñ",68,3.38,2,0,2,99,52,1158,409,72,336,1,"t0463","2021-01-28"
"435","kujawsko-pomorskie","W³oc³awek",14,1.28,1,0,1,30,33,411,102,14,88,0,"t0464","2021-01-28"
"436","lubelskie","bialski",10,0.91,0,0,0,19,32,343,87,12,73,2,"t0601","2021-01-28"
"437","lubelskie","bi³gorajski",6,0.6,0,0,0,20,16,390,92,8,79,5,"t0602","2021-01-28"
"438","lubelskie","che³mski",6,0.77,0,0,0,12,5,306,78,6,72,0,"t0603","2021-01-28"
"439","lubelskie","hrubieszowski",9,1.44,0,0,0,11,8,161,78,9,66,3,"t0604","2021-01-28"
"440","lubelskie","janowski",5,1.1,1,0,1,6,8,75,38,5,33,0,"t0605","2021-01-28"
"441","lubelskie","krasnostawski",6,0.95,1,0,1,13,12,273,91,7,84,0,"t0606","2021-01-28"
"442","lubelskie","kraœnicki",8,0.84,2,2,0,20,12,220,102,8,94,0,"t0607","2021-01-28"
"443","lubelskie","lubartowski",12,1.36,0,0,0,16,7,224,97,13,82,2,"t0608","2021-01-28"
"444","lubelskie","lubelski",20,1.28,0,0,0,35,20,634,217,22,190,5,"t0609","2021-01-28"
"445","lubelskie","³êczyñski",7,1.22,0,0,0,18,14,251,88,7,80,1,"t0610","2021-01-28"
"446","lubelskie","³ukowski",7,0.66,0,0,0,16,11,242,85,7,76,2,"t0611","2021-01-28"
"447","lubelskie","opolski",8,1.36,1,0,1,4,12,245,61,8,52,1,"t0612","2021-01-28"
"448","lubelskie","parczewski",0,0,0,0,0,1,4,57,37,0,37,0,"t0613","2021-01-28"
"449","lubelskie","pu³awski",5,0.44,0,0,0,25,15,492,134,11,122,1,"t0614","2021-01-28"
"450","lubelskie","radzyñski",2,0.34,1,0,1,5,4,122,36,2,34,0,"t0615","2021-01-28"
"451","lubelskie","rycki",3,0.54,1,1,0,18,8,277,59,3,56,0,"t0616","2021-01-28"
"452","lubelskie","œwidnicki",15,2.09,1,0,1,30,27,300,129,17,110,2,"t0617","2021-01-28"
"453","lubelskie","tomaszowski",18,2.19,2,0,2,22,25,403,98,22,74,2,"t0618","2021-01-28"
"454","lubelskie","w³odawski",16,4.19,1,0,1,16,12,281,69,16,52,1,"t0619","2021-01-28"
"455","lubelskie","zamojski",10,0.94,1,0,1,18,11,184,75,13,62,0,"t0620","2021-01-28"
"456","lubelskie","Bia³a Podlaska",10,1.75,1,1,0,15,11,213,68,11,54,3,"t0661","2021-01-28"
"457","lubelskie","Che³m",8,1.3,0,0,0,28,10,257,68,8,59,1,"t0662","2021-01-28"
"458","lubelskie","Lublin",66,1.94,4,0,4,139,59,1548,674,74,593,7,"t0663","2021-01-28"
"459","lubelskie","Zamoœæ",7,1.11,0,0,0,7,7,187,62,8,53,1,"t0664","2021-01-28"
"460","lubuskie","gorzowski",10,1.39,2,1,1,17,12,396,72,11,61,0,"t0801","2021-01-28"
"461","lubuskie","kroœnieñski",5,0.91,0,0,0,8,12,287,44,7,37,0,"t0802","2021-01-28"
"462","lubuskie","miêdzyrzecki",7,1.22,0,0,0,35,18,346,53,7,46,0,"t0803","2021-01-28"
"463","lubuskie","nowosolski",9,1.05,1,0,1,26,25,301,57,10,47,0,"t0804","2021-01-28"
"464","lubuskie","s³ubicki",3,0.64,0,0,0,11,3,196,54,3,50,1,"t0805","2021-01-28"
"465","lubuskie","strzelecko-drezdenecki",15,3.07,1,1,0,11,12,235,52,15,37,0,"t0806","2021-01-28"
"466","lubuskie","sulêciñski",4,1.14,0,0,0,42,6,254,49,4,45,0,"t0807","2021-01-28"
"467","lubuskie","œwiebodziñski",13,2.33,0,0,0,17,8,314,101,13,88,0,"t0808","2021-01-28"
"468","lubuskie","zielonogórski",11,1.45,1,1,0,12,16,335,70,13,56,1,"t0809","2021-01-28"
"469","lubuskie","¿agañski",9,1.14,0,0,0,17,18,237,72,9,62,1,"t0810","2021-01-28"
"470","lubuskie","¿arski",18,1.88,0,0,0,34,31,423,106,21,85,0,"t0811","2021-01-28"
"471","lubuskie","wschowski",4,1.03,0,0,0,3,2,77,32,4,28,0,"t0812","2021-01-28"
"472","lubuskie","Gorzów Wielkopolski",29,2.35,3,3,0,34,21,667,159,31,125,3,"t0861","2021-01-28"
"473","lubuskie","Zielona Góra",34,2.41,4,0,4,55,24,730,212,37,173,2,"t0862","2021-01-28"
"474","³ódzkie","be³chatowski",17,1.51,0,0,0,19,13,349,104,19,85,0,"t1001","2021-01-28"
"475","³ódzkie","kutnowski",12,1.25,0,0,0,13,11,391,84,12,71,1,"t1002","2021-01-28"
"476","³ódzkie","³aski",1,0.2,0,0,0,9,4,134,44,1,43,0,"t1003","2021-01-28"
"477","³ódzkie","³êczycki",4,0.81,1,1,0,15,8,410,59,5,53,1,"t1004","2021-01-28"
"478","³ódzkie","³owicki",15,1.93,0,0,0,20,7,394,89,16,73,0,"t1005","2021-01-28"
"479","³ódzkie","³ódzki wschodni",11,1.52,0,0,0,22,9,368,58,11,47,0,"t1006","2021-01-28"
"480","³ódzkie","opoczyñski",3,0.4,0,0,0,7,1,125,54,3,51,0,"t1007","2021-01-28"
"481","³ódzkie","pabianicki",18,1.51,6,0,6,40,37,533,155,18,137,0,"t1008","2021-01-28"
